n,d,sqrt_n,d_over_sqrt_n,relative_norm_mean,relative_norm_std,abs_norm_mean
500,363,22.360679774997898,16.233853516648473,0.8652908434399373,0.05466294413976529,1.0573082292543958
500,388,22.360679774997898,17.351887505398366,0.8988308650224701,0.039202533179318315,1.1852861576295104
500,413,22.360679774997898,18.469921494148263,0.9720910045500508,0.07615604281164846,1.2903217594738279
500,438,22.360679774997898,19.587955482898156,0.9857071463526765,0.04420852759276799,1.497421828850031
1000,2,31.622776601683793,0.06324555320336758,0.06659784738860597,0.01564311030996635,0.04242434189233188
1000,5,31.622776601683793,0.15811388300841897,0.07754469949965362,0.016431482509012146,0.060775593464306873
1000,8,31.622776601683793,0.25298221281347033,0.06937833831390834,0.016674817084885885,0.07709944501899464
1000,11,31.622776601683793,0.3478505426185217,0.08455383912900313,0.01589179847536396,0.08526083099956125
1000,14,31.622776601683793,0.4427188724235731,0.09337851110747575,0.01897908125163481,0.08505524412289642
1000,15,31.622776601683793,0.4743416490252569,0.09747506584252248,0.016306205030663896,0.0884667110314696
1000,20,31.622776601683793,0.6324555320336759,0.10993692014690822,0.01520115192558583,0.10204648220440711
1000,25,31.622776601683793,0.7905694150420949,0.10758793632875248,0.018382531403268246,0.10849456425879116
1000,30,31.622776601683793,0.9486832980505138,0.12568170780136417,0.014024209149869184,0.13841038054397592
1000,35,31.622776601683793,1.1067971810589328,0.1462867927045785,0.011324062459999552,0.15280522019436962
1000,40,31.622776601683793,1.2649110640673518,0.1528767072672373,0.011700178343153914,0.14823486915548006
1000,45,31.622776601683793,1.4230249470757708,0.1461526809078789,0.026708000533150037,0.15006765697945135
1000,50,31.622776601683793,1.5811388300841898,0.15727811615177129,0.011453972921788498,0.15777200080622283
1000,55,31.622776601683793,1.7392527130926088,0.1736601642851924,0.021011352521380804,0.1602880798932372
1000,60,31.622776601683793,1.8973665961010275,0.17235028044639505,0.020703762592665334,0.16438240608025875
1000,65,31.622776601683793,2.0554804791094465,0.17865159237830153,0.016306630818623158,0.1739962852194718
1000,70,31.622776601683793,2.2135943621178655,0.19055548917248127,0.010628476193096014,0.19053288342040756
1000,75,31.622776601683793,2.3717082451262845,0.21714652643828747,0.014040474688200293,0.2242228521813006
1000,80,31.622776601683793,2.5298221281347035,0.21102247984509445,0.014941850059434873,0.21206730382388356
1000,85,31.622776601683793,2.6879360111431225,0.21202202382576063,0.013027042496667848,0.2149362222112198
1000,90,31.622776601683793,2.8460498941515415,0.20724945189594113,0.01547695114221266,0.20246378466025433
1000,95,31.622776601683793,3.0041637771599605,0.23674817329243797,0.009745335135539091,0.24257782342696554
1000,100,31.622776601683793,3.1622776601683795,0.23702707385706018,0.01980656671824787,0.23017694628321914
1000,105,31.622776601683793,3.3203915431767985,0.24766178788947565,0.0208204324480455,0.24571146093481078
1000,110,31.622776601683793,3.4785054261852175,0.23656048265193813,0.015433875505240958,0.2440660180461009
1000,115,31.622776601683793,3.6366193091936365,0.26634685488776766,0.021138789769697207,0.2734375596804811
1000,120,31.622776601683793,3.794733192202055,0.2684943003243462,0.014929632317781811,0.2741649729459618
1000,124,31.622776601683793,3.9212242986087906,0.25448680991829115,0.022411426040987566,0.2549481431541354
1000,174,31.622776601683793,5.502363128692981,0.3226793517737914,0.01846311425869088,0.34178454067630215
1000,224,31.622776601683793,7.08350195877717,0.37762833772975185,0.030523003950276125,0.3914183994215764
1000,274,31.622776601683793,8.664640788861359,0.43894728266309746,0.021802886124116516,0.4486112511259132
1000,324,31.622776601683793,10.24577961894555,0.4792558935652561,0.037997073064583935,0.48999301470190726
1000,374,31.622776601683793,11.826918449029739,0.5413491693847761,0.02204781018112649,0.5707747015030356
1000,424,31.622776601683793,13.408057279113928,0.5973161245396605,0.026402065377882894,0.642552493426002
1000,474,31.622776601683793,14.989196109198119,0.6465116249920813,0.028526485066519607,0.7081443460896555
1000,524,31.622776601683793,16.570334939282308,0.7063319972044148,0.03146658884869766,0.7802907633573755
1000,574,31.622776601683793,18.151473769366497,0.7688834641579557,0.03110121264089832,0.8601044396189689
1000,624,31.622776601683793,19.732612599450686,0.8289312296976947,0.03967741649301818,0.9498066170989597
1000,674,31.622776601683793,21.31375142953488,0.9110838119001891,0.03772013211244509,1.0643414835351281
1000,724,31.622776601683793,22.894890259619068,0.9657368258802894,0.04849075338420275,1.1889417953355692
1000,774,31.622776601683793,24.476029089703257,0.9977087765547055,0.032374718058970894,1.2931704068590921
1000,824,31.622776601683793,26.057167919787446,1.0443746126892917,0.05354045967722062,1.4434570495531849
1000,874,31.622776601683793,27.638306749871635,1.0988543688262826,0.0630774414756303,1.714833266168382
2000,2,44.721359549995796,0.044721359549995794,0.04173267302019059,0.010132051057036668,0.03206204444982157
2000,7,44.721359549995796,0.15652475842498528,0.052141632093458935,0.010465082686670502,0.0481569283857224
2000,12,44.721359549995796,0.2683281572999747,0.062318337569122584,0.01768167566157787,0.06815672566990202
2000,17,44.721359549995796,0.38013155617496425,0.06486389125665869,0.009334464601063679,0.06494617630801011
2000,22,44.721359549995796,0.4919349550499537,0.07314430826221466,0.00903036948310341,0.07131996862998743
2000,29,44.721359549995796,0.648459713474939,0.09137780892176375,0.013613171870683342,0.08978847277783764
2000,36,44.721359549995796,0.8049844718999243,0.09033048536212282,0.012631797552310345,0.09677143563765542
2000,43,44.721359549995796,0.9615092303249095,0.09659962660196583,0.013933099114651593,0.09958781867793179
2000,50,44.721359549995796,1.118033988749895,0.11605936855910004,0.009429487210457154,0.11023740422380976
2000,57,44.721359549995796,1.27455874717488,0.12382151983058853,0.01491740718419631,0.12315910914510912
2000,64,44.721359549995796,1.4310835055998654,0.1273291115982148,0.012780170434219525,0.1279658207091315
2000,71,44.721359549995796,1.5876082640248506,0.14122666750630683,0.010203699473892363,0.14495672357200823
2000,78,44.721359549995796,1.744133022449836,0.14731251694650116,0.015002455176150451,0.1477465567161247
2000,85,44.721359549995796,1.900657780874821,0.15292093091146186,0.010755510902670977,0.14842352716154655
2000,92,44.721359549995796,2.057182539299806,0.15541348212168016,0.010604931639614179,0.15914627872495102
2000,99,44.721359549995796,2.213707297724792,0.16444705610444824,0.01561100507120617,0.17029885764416522
2000,106,44.721359549995796,2.370232056149777,0.1669181086824999,0.009654029114637894,0.1700056692034773
2000,113,44.721359549995796,2.526756814574762,0.17377035992284046,0.016319232432374292,0.17880559126848805
2000,120,44.721359549995796,2.6832815729997477,0.18054676936064135,0.014691432265599201,0.18385431963940083
2000,127,44.721359549995796,2.839806331424733,0.1821258448189731,0.010814010923192485,0.1827400159988637
2000,134,44.721359549995796,2.996331089849718,0.18765564643455435,0.016142631231609982,0.18685969968505783
2000,141,44.721359549995796,3.152855848274703,0.1938266462113939,0.008355211230220209,0.19538243713096853
2000,148,44.721359549995796,3.3093806066996887,0.20144674555005998,0.00917920142090478,0.2046446151736033
2000,155,44.721359549995796,3.465905365124674,0.2020472062110405,0.010647941585413752,0.2070216742313778
2000,162,44.721359549995796,3.622430123549659,0.21381262549032187,0.012767518755023084,0.209312914971672
2000,169,44.721359549995796,3.7789548819746446,0.21385437950932124,0.008759366276399175,0.21859817756162786
2000,176,44.721359549995796,3.9354796403996297,0.21922966672692742,0.0075576862248841045,0.21603824526854964
2000,276,44.721359549995796,6.171547617899419,0.28282383855441684,0.014758048844585866,0.28742288941115807
2000,376,44.721359549995796,8.407615595399209,0.34931475300326087,0.012943385945102671,0.3571203446582407
