n,d,sqrt_n,d_over_sqrt_n,relative_norm_mean,relative_norm_std,abs_norm_mean
500,238,22.360679774997898,10.643683572898999,0.8614093810343103,0.08273899908850112,0.7933775488680063
500,263,22.360679774997898,11.761717561648894,0.8098201905468473,0.09331728129297047,0.7656603994287748
500,288,22.360679774997898,12.879751550398788,0.8452778060990991,0.11603224653384651,0.7599516017433632
500,313,22.360679774997898,13.997785539148683,0.8255716993848875,0.06818267250427082,0.8621278937338284
500,338,22.360679774997898,15.115819527898578,0.8188646982654622,0.09621814042187729,0.8544833572868257
500,363,22.360679774997898,16.233853516648473,0.8464133525500437,0.06920522772213435,0.7612173842324665
500,388,22.360679774997898,17.351887505398366,0.8630343340573512,0.07278125095994105,0.8247764596475328
500,413,22.360679774997898,18.469921494148263,0.8105632796292992,0.1050399587740761,0.7913495462653103
500,438,22.360679774997898,19.587955482898156,0.854380825291624,0.06138618203965593,0.7124323743158438
1000,6,31.622776601683793,0.18973665961010278,0.7599443884945646,0.23170537017624002,3.5803576328790863
1000,9,31.622776601683793,0.28460498941515416,0.485939797559524,0.17374538170608986,0.5968745949571825
1000,12,31.622776601683793,0.37947331922020555,0.4540063938030589,0.09934460108039855,0.47239453365384876
1000,15,31.622776601683793,0.4743416490252569,0.5598084922285522,0.1467480800226959,0.5786916077182078
1000,20,31.622776601683793,0.6324555320336759,0.5957068091185289,0.12258616548977917,0.5323967508870858
1000,25,31.622776601683793,0.7905694150420949,0.6625503902711495,0.17715732696218106,0.5904350978191061
1000,30,31.622776601683793,0.9486832980505138,0.844301973736423,0.21513355987502897,0.7948591239648097
1000,35,31.622776601683793,1.1067971810589328,0.8190990251430357,0.16249477230078224,0.7944612795357304
1000,40,31.622776601683793,1.2649110640673518,0.7932372243414527,0.1329937682909862,0.7183850303273813
1000,45,31.622776601683793,1.4230249470757708,0.8101318594356162,0.13393910186268831,0.78640795418446
1000,50,31.622776601683793,1.5811388300841898,0.8716931033901105,0.21316483175690254,0.6842432358086237
1000,55,31.622776601683793,1.7392527130926088,0.9448824888178138,0.1009984138286888,0.85122199203057
1000,60,31.622776601683793,1.8973665961010275,0.8601466518528526,0.10391675258696187,0.7817336224136627
1000,65,31.622776601683793,2.0554804791094465,0.9250587304604634,0.18671858727523183,1.1093632348715496
1000,70,31.622776601683793,2.2135943621178655,0.8479677196875107,0.2645538291575833,0.7847506531845901
1000,75,31.622776601683793,2.3717082451262845,0.9142996808627819,0.1443628922573646,0.9210158646631083
1000,80,31.622776601683793,2.5298221281347035,0.8772276638644252,0.1256595509973482,0.8063142003217294
1000,85,31.622776601683793,2.6879360111431225,0.9058894424386599,0.1439212250225445,0.9227634309289012
1000,90,31.622776601683793,2.8460498941515415,0.9664590023870735,0.20533924862559938,0.9470972436201921
1000,95,31.622776601683793,3.0041637771599605,0.948389561337776,0.17525057306323735,0.847665029438747
1000,100,31.622776601683793,3.1622776601683795,0.8805147795563283,0.1823410411819448,0.9493792910414569
1000,105,31.622776601683793,3.3203915431767985,1.0048442682621481,0.11772867664811165,1.0181408980546034
1000,110,31.622776601683793,3.4785054261852175,0.885459422962184,0.12275319219000981,0.9614929138747982
1000,115,31.622776601683793,3.6366193091936365,0.8736701795771985,0.13911182761126203,0.7554734256097213
1000,120,31.622776601683793,3.794733192202055,0.9912733673110251,0.09888609305563288,0.949431007871314
1000,124,31.622776601683793,3.9212242986087906,1.0110860056731907,0.16755331885802024,0.9864024920845905
1000,174,31.622776601683793,5.502363128692981,0.9482871270651877,0.14153015933915114,0.8584660238079614
1000,224,31.622776601683793,7.08350195877717,0.9273860688707483,0.1771346519229263,0.8902992962889144
